[2024-11-08 22:18:22.191] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-11-08 22:18:22.650] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-11-08 22:18:22.651] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-11-08 22:18:23.263] [info]  Initializing voice engine with audio subsystem: standard
[2024-11-08 22:18:23.400] [info]  [default] [BUILD INFO] Release Channel: stable, Build Number: 342968, Version Hash: f8fde36fe736c489dc1460a37e819a7ac34c7a63
[2024-11-08 22:18:23.652] [info]  [default] [NATIVE INFO] host 0.0.73, modules: discord_desktop_core: 1, discord_erlpack: 1, discord_spellcheck: 1, discord_utils: 1, discord_voice: 1, discord_zstd: 1, build: null
[2024-11-08 22:18:23.744] [error] [Spellchecker] sh is not a valid locale.
[2024-11-08 22:18:23.804] [info]  [Spellchecker] Switching to en-US (available)
[2024-11-08 22:18:23.805] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-11-08 22:18:23.836] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-11-08 22:18:25.045] [warn]  [CloudSyncUtils] CloudSync is not supported on this platform
[2024-11-08 22:18:25.315] [warn]  [DEPRECATED] Please use `subscribeWithSelector` middleware
[2024-11-08 22:18:25.507] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-11-08 22:18:25.508] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-11-08 22:18:28.033] [info]  [RPCServer:WSS] Starting on 6463
[2024-11-08 22:18:28.045] [info]  [RPCServer:IPC] Starting on /run/user/1000/discord-ipc-0
[2024-11-08 22:18:32.638] [info]  [RPCServer:WSS] Socket Message: 3 [object Object]
[2024-11-08 22:18:32.662] [info]  [RPCServer:WSS] Socket Emit: 3 [object Object]
[2024-11-08 22:18:32.771] [info]  [LoginQRSocket] [0ms] connecting to wss://remote-auth-gateway.discord.gg/?v=2
[2024-11-08 22:18:33.010] [info]  [LoginQRSocket] [239ms] got hello, auth timeout=274668ms
[2024-11-08 22:18:33.067] [info]  [LoginQRSocket] [294ms] connected, handshaking with fingerprint: lRtjV-AHHHBNqNUAyn8vL6MnNMNtphCegXHJ8Roj8DE
[2024-11-08 22:18:33.200] [info]  [LoginQRSocket] [429ms] computed nonce proof
[2024-11-08 22:18:33.337] [info]  [LoginQRSocket] [566ms] handshake complete awaiting remote auth.
[2024-11-08 22:19:24.452] [info]  [LoginQRSocket] [51681ms] remote auth handshake started, awaiting ticket/cancel.
[2024-11-08 22:19:27.127] [info]  [Flux] Dispatching LOGIN
[2024-11-08 22:19:27.140] [info]  [Flux] Dispatching LOGIN_SUCCESS
[2024-11-08 22:19:27.191] [info]  [Routing/Utils] transitionTo - Transitioning to /app
[2024-11-08 22:19:27.215] [info]  [GatewaySocket] [CONNECT] wss://gateway.discord.gg, encoding: etf, version: 9, compression: zstd-stream
[2024-11-08 22:19:27.219] [info]  [LoginQRSocket] [54449ms] cleaning up
[2024-11-08 22:19:27.452] [info]  [GatewaySocket] [CONNECTED] wss://gateway.discord.gg/?encoding=etf&v=9&compress=zstd-stream in 238 ms
[2024-11-08 22:19:28.562] [info]  [GatewaySocket] [READY] took 1348ms, as fcdc914d153267a9f7d79dc407eca6b1
[2024-11-08 22:19:28.601] [info]  [Flux] Dispatching CONNECTION_OPEN
[2024-11-08 22:19:28.613] [info]  [DatabaseManager] removing database (user: 691017455123824730, database: undefined)
[2024-11-08 22:19:28.636] [warn]  [NativeDispatchUtils] Tried getting Dispatch instance before instantiated
[2024-11-08 22:19:28.663] [info]  [Spotify] WS Connecting
[2024-11-08 22:19:28.664] [info]  [Spotify] Added account: gat3pvkr753mc4kynq65l41l7
[2024-11-08 22:19:28.764] [info]  [GatewaySocket] [READY_SUPPLEMENTAL] took 1549ms
[2024-11-08 22:19:29.414] [info]  [discord_protos.discord_users.v1.FrecencyUserSettings] Loading proto
[2024-11-08 22:19:29.883] [info]  [Spotify] WS Connected
[2024-11-08 22:19:29.933] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-11-08 22:19:30.003] [info]  [Spotify] Devices updated for gat3pvkr753mc4kynq65l41l7: 
[2024-11-08 22:19:30.005] [info]  [Spotify] Profile updated for gat3pvkr753mc4kynq65l41l7: isPremium = false
[2024-11-08 22:19:31.665] [error] Access to XMLHttpRequest at 'https://cdn.discordapp.com/changelogs/config_0.json?x=3' from origin 'https://discordapp.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource.
[2024-11-08 22:19:31.675] [error] Uncaught (in promise) Error: Request has been terminated
